USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
536020,99999,ALXA ZUOQI/BAYAN HO,CH,,,38.833,105.533,1500,19600101,20090904
536140,99999,YINCHUAN,CH,,ZLIC,38.483,106.217,1112,19560820,20210419
536150,99999,YINCHUAN (CITY),CH,,,38.467,106.317,1005,19620302,20040206
536240,99999,BOGUS CHINESE,CH,,,,,,19801002,20011024
536360,99999,UXIN-QI,CH,,,38.6,108.85,1341,19840503,19860712
536460,99999,YULIN,CH,,,38.267,109.783,1158,19560820,20210419
536520,99999,BOGUS CHINESE,CH,,,38.983,110.6,1219,19740503,20020604
536620,99999,MA-CHIA-HO EAST,CH,,,38.8,111.45,1671,19740422,19740816
536630,99999,WU-ZHAI,CH,,,38.917,111.833,1463,19570616,20070727
536640,99999,XINXIAN,CH,,,38.4,112.717,900,19570601,20070727
536660,99999,HSIA-TAO-HUNG SOUTH,CH,,,38.4,111.833,1370,19570601,19620421
536730,99999,YUANPING,CH,,,38.75,112.7,838,19560820,20210405
536810,99999,BOGUS CHINESE,CH,,,38.717,113,792,19740124,20020417
536980,99999,SHIJIAZHUANG,CH,,,38.067,114.35,104.8,19560820,20210419
537050,99999,ZHONGNING,CH,,,37.483,105.683,1193,19560820,20210419
537130,99999,BOGUS CHINESE,CH,,,,,,19801001,20020520
537140,99999,BOGUS CHINESE,CH,,,,,,19801002,20040913
537150,99999,HUI-AN-BU,CH,,,37.45,106.667,1463,19731110,20010712
537230,99999,YANCHI,CH,,,37.8,107.383,1356,19560820,20210419
537380,99999,PIN-KOU-MEN,CH,,,37.15,108.383,1438,19600102,20020513
537400,99999,ZI-CHANG,CH,,,37.133,109.65,1189,19570601,20051004
537430,99999,MI-ZHI AIRFIELD (?),CH,,,37.867,110.067,975,19740423,19820424
537450,99999,APPROXIMATE LOCALE,CH,,,37.467,109.583,0,19731004,20020923
537530,99999,BOGUS CHINESE,CH,,,37.833,110.833,914,19740613,19840904
537540,99999,SUIDE,CH,,,37.467,110.25,900,19620302,20020802
537570,99999,BOGUS CHINESE,CH,,,0,0,-999,19740430,19840218
537630,99999,BOGUS CHINESE,CH,,,0,0,-999,19731004,20030924
537640,99999,LISHI,CH,,,37.5,111.1,951,19570601,20210419
537720,99999,WUSU,CH,,ZBYN,37.747,112.628,784.9,19560820,20210419
537760,99999,YU-CI (?),CH,,,37.7,112.717,823,19740422,20011111
537820,99999,YANGQUAN,CH,,,37.817,113.567,908,19570601,20020930
537870,99999,YUSHE,CH,,,37.067,112.983,1042,19570601,20210419
537880,99999,BOGUS CHINESE,CH,,,0,0,-999,19740423,20020422
537970,99999,BOGUS CHINESE,CH,,,,,,19801002,20011222
537980,99999,XINGTAI,CH,,,37.183,114.367,184,19570601,20210419
537981,99999,HANDAN/HEIBEI,CH,,ZBHD,36.533,114.433,69.8,20120116,20140715
538050,99999,HAI-YUAN,CH,,,36.567,105.65,1850,19740613,20020224
538100,99999,QI-YING,CH,,,36.55,106.15,1615,19610103,20020513
538170,99999,GUYUAN,CH,,,36.017,106.283,1676,19600101,20050920
538180,99999,BOGUS CHINESE,CH,,,0,0,-999,19740421,19850411
538210,99999,HUNG-TE,CH,,,36.767,107.2,1322,19610103,20020513
538230,99999,BOGUS CHINESE,CH,,,0,0,-999,19731008,20020614
538450,99999,YAN AN,CH,,ZLYA,36.6,109.5,959,19560820,20210419
538530,99999,XI-XIAN,CH,,,36.7,110.933,1006,19610801,20070727
538630,99999,JIEXIU,CH,,,37.033,111.917,745,19560820,20210419
538650,99999,BOGUS CHINESE,CH,,,,,,19840204,19860124
538660,99999,BOGUS CHINESE,CH,,,0,0,-999,19731115,20200620
538680,99999,CANYU NORTHEAST,CH,,,36.15,111.45,462,19560820,19611031
538870,99999,CHANG-ZHI,CH,,,36.2,113.117,975,19560820,20041117
538920,99999,YONGNIAN NORTHWEST,CH,,,36.8,114.45,60,19560820,19570731
538980,99999,ANYANG,CH,,,36.05,114.133,195.7,19570601,20210419
539030,99999,XI-JI,CH,,,35.967,105.717,1935,19620302,20020513
539130,99999,BOGUS CHINESE,CH,,,,,,19890611,20020929
539150,99999,PINGLIANG,CH,,,35.55,106.667,1348,19560820,20210419
539230,99999,XIFENGZHEN,CH,,,35.733,107.633,1423,19560820,20210419
539290,99999,CHANG-WU,CH,,,35.217,107.8,1219,19801001,20020930
539380,99999,CHIU-PO-TOU NW,CH,,,35.283,108.3,1219,19740601,19741025
539420,99999,LUO-CHUAN,CH,,,35.75,109.417,1000,19570601,20020513
539450,99999,HUANG-LONG,CH,,,0,0,-999,19740519,20020613
539470,99999,TONGCHUAN,CH,,,35.167,109.05,914,19560820,20000108
539480,99999,BOGUS CHINESE,CH,,,,,,19801002,19850311
539590,99999,YUNCHENG,CH,,,35.117,111.067,376.5,19560820,20210419
539750,99999,YANGCHENG,CH,,,35.483,112.4,659,19610801,20210419
539850,99999,SHEN-CHUANG,CH,,,0,0,-999,19731110,20020603
539860,99999,GUGUZHAI NW,CH,,,35.25,113.95,72,19560820,19611031
539950,99999,HUAXIANCHENG NE,CH,,,35.583,114.55,62,19731111,19760103
540010,99999,TAI-LE-MIN-SU-MU,CH,,,44.9,115.417,1143,19900401,19950919
540120,99999,XI UJIMQIN QI,CH,,,44.583,117.6,997,19560820,20210419
540160,99999,BOGUS CHINESE,CH,,,0,0,-999,19801002,20020521
540170,99999,BOGUS CHINESE,CH,,,0,0,-999,19801001,20030311
540260,99999,JARUD QI,CH,,,44.567,120.9,266,19560820,20210419
540270,99999,LINDONG,CH,,,43.983,119.4,485,19560820,20210419
540280,99999,BOGUS CHINESE,CH,,,0,0,-999,19740101,20020413
540410,99999,KAITONG/TONGYU,CH,,,44.8,123.083,152,19570601,20070727
540490,99999,CHANGLING,CH,,,44.25,123.967,190,19560820,20210419
540630,99999,WU-CHAI-CHAN,CH,,,44.967,125.683,240,19570601,20070727
540680,99999,BOGUS CHINESE,CH,,,0,0,-999,19731108,20020313
540740,99999,BOGUS CHINESE,CH,,,0,0,-999,19801001,19821126
540800,99999,SHAHEZI SE,CH,,,44.483,127.6,249,19571201,19590831
540940,99999,MUDANJIANG,CH,,,44.5,129.667,306.5,19560820,20210419
540960,99999,SUIFENHE,CH,,,44.383,131.15,498,19560820,20210419
540970,99999,MUDANJIANG NORTH,CH,,,44.133,129.217,282,19570601,19590831
541020,99999,XILIN HOT,CH,,,43.95,116.117,1004,19560820,20210419
541150,99999,LINXI,CH,,,43.633,118.033,825.4,19560820,20210419
541250,99999,BOGUS CHINESE,CH,,,0,0,-999,19801007,20020609
541340,99999,KAILU,CH,,,43.617,121.317,274,19570601,20020930
541350,99999,TONGLIAO,CH,,,43.6,122.267,180,19560820,20210419
541420,99999,WO-HU-TUN,CH,,,43.7,123.6,183,19570601,20070727
541450,99999,CHENG-CHIZ-T'UN,CH,,,43.5,123.5,183,19800402,20011114
541570,99999,SIPING,CH,,,43.183,124.333,167,19560820,20210419
541580,99999,BOGUS CHINESE,CH,,,0,0,-999,19801003,20020411
541610,99999,LONGJIA,CH,,ZYCC,43.996,125.681,215.2,19560820,20210419
541611,99999,TAIPING,CH,,ZYHB,45.623,126.25,139.3,20040713,20210419
541720,99999,JILIN,CH,,,43.85,126.55,188,19570601,20020809
541810,99999,JIAOHE SOUTH,CH,,,43.717,127.15,275,19560820,19611031
541860,99999,DUNHUA,CH,,,43.367,128.2,525,19570601,20210419
541920,99999,LUO-ZI-GOU,CH,,,43.717,130.317,500,19571201,20011225
541950,99999,WANG-CH'ING,CH,,,43.317,129.75,244,19890101,20070727
542070,99999,NAN-JUAN-ZI,CH,,,42.3,115.683,1524,19740426,20030130
542080,99999,DUOLUN,CH,,,42.183,116.467,1247,19560820,20210419
542130,99999,WUDAN/ONGNIUD QI,CH,,,42.967,119.033,634,19570601,20040920
542180,99999,CHIFENG,CH,,,42.3,118.833,567,19560820,20210419
542260,99999,BUGT,CH,,,42.333,120.7,401,19570601,20210419
542350,99999,HA-ERH-T'AO,CH,,,42.5,122.133,183,19731006,20021121
542360,99999,ZHANGWU,CH,,,42.417,122.533,84,19560820,20210419
542370,99999,FUXIN,CH,,,42,121.633,182,19570601,20020930
542590,99999,QINGYUAN,CH,,,42.067,124.867,230,19570601,20210419
542660,99999,MEIHEKOU WEST,CH,,,42.517,125.633,326,19560820,19611031
542730,99999,HUADIAN,CH,,,42.983,126.75,264,19570601,20210419
542740,99999,HUI-NAN-ZHEN,CH,,,0,0,-999,19800418,20020429
542760,99999,JING-YU,CH,,,0,0,-999,19570601,20020826
542840,99999,FUSONG,CH,,,42.333,127.283,610,19610801,20070727
542850,99999,LUSHUIHE,CH,,,42.517,127.8,853,19580101,20070727
542870,99999,SONGJIANGHE,CH,,,42.167,127.5,975,19610801,20030125
542920,99999,YANJI,CH,,,42.883,129.5,178,19560820,20210419
543080,99999,FENGNING,CH,,,41.2,116.633,661,19570601,20210419
543110,99999,WEICHANG,CH,,,41.933,117.75,844,19560820,20210419
543240,99999,CHAOYANG,CH,,,41.55,120.45,176,19570302,20210419
543260,99999,CHAOYANG AIRFIELD,CH,,,41.583,120.433,152,19570601,20020603
543350,99999,GOUBANGZI,CH,,,41.383,121.8,25,19570601,20020930
543360,99999,TAI-AN/SOUTHEAST,CH,,,0,0,-999,19740304,20020414
543370,99999,JINZHOU,CH,,,41.133,121.117,70,19560820,20210419
543380,99999,PAN-SHAN,CH,,,0,0,-999,19740910,20151103
543390,99999,ANSHAN,CH,,,41.133,122.983,17,19570601,20040118
543420,99999,SHENYANG,CH,,ZYYY,41.733,123.517,43,19560820,20210419
543424,99999,TAOXIAN,CH,,ZYTX,41.64,123.483,60.4,19920701,20210419
543430,99999,FU-SHUN,CH,,,0,0,-999,19740617,20030318
543460,99999,BENXI,CH,,,41.317,123.783,185,19570601,20210419
543510,99999,DA-HUO-FANG,CH,,,41.883,124.083,273,19610801,20040624
543630,99999,TONGHUA,CH,,,41.717,125.917,312,19570601,20020930
543650,99999,HUANREN,CH,,,41.267,125.367,204,19570601,20020930
543740,99999,LINJIANG,CH,,,41.8,126.917,381,19570401,20210419
543770,99999,JI'AN,CH,,,41.15,126.217,225,19560820,20210419
543780,99999,CHING-ZHI (?),CH,,,0,0,-999,19800702,20020604
543860,99999,CHANGBAI,CH,,,41.417,128.183,775,19570601,20210419
544010,99999,ZHANGJIAKOU,CH,,,40.783,114.883,726,19560820,20210419
544050,99999,HUAILAI,CH,,,40.417,115.5,538,19560820,20210419
544060,99999,YEN-CHING /YEN-KING,CH,,,40.467,115.933,,19610110,19610228
544230,99999,CHENGDE,CH,,,40.967,117.917,423,19560820,20210419
544290,99999,ZUNHUA,CH,,,40.2,117.967,152,19570601,20020930
544360,99999,QINGLONG,CH,,,40.4,118.95,228,19570602,20210412
544490,99999,SHAN-HAI-GUAN,CH,,,40,119.75,27,19560820,19811228
544540,99999,SUIZHONG,CH,,,40.35,120.35,18,19730101,20020930
544550,99999,SHAHOUSUO,CH,,,40.484,120.567,10,19570601,19631231
544710,99999,YINGKOU,CH,,,40.667,122.2,4,19560820,20210419
544740,99999,BOGUS CHINESE,CH,,,0,0,-999,19801002,20020119
544760,99999,BAIYANGGOU NW,CH,,,40.35,122.75,280,19570601,19590831
544770,99999,XIONG-YUE-CHENG,CH,,,40.167,122.133,1,19740503,20020717
544830,99999,CAOHEKOU,CH,,,40.883,123.9,235,19560820,19900414
544860,99999,SITAIZI,CH,,,40.467,123.967,126,19570601,19590831
544930,99999,KUANDIAN,CH,,,40.717,124.783,261,19560820,20210419
544970,99999,DANDONG,CH,,,40.05,124.333,14,19560820,20210419
544980,99999,APPROXIMATE LOCALE,CH,,,40.117,124.333,0,19731115,20020605
545010,99999,BOGUS CHINESE,CH,,,0,0,-999,19801005,20021201
545110,99999,BEIJING - CAPITAL INTERNATIONAL AIRPORT,CH,,ZBAA,40.08,116.585,35.4,19451031,20210419
545120,99999,BEI-JING/NAN-YUAN,CH,,,39.783,116.383,40,19800701,20020209
545130,99999,BEI-JING/TONG-XIAN,CH,,,39.817,116.7,21,19800703,20010725
545170,99999,TS AN KANG,CH,,,0,0,-999,19800707,20020619
545180,99999,BAXIAN,CH,,,39.05,116.4,8,19570601,20040124
545230,99999,YU-TIAN,CH,,,0,0,-999,19740424,20011011
545270,99999,TIANJIN,CH,,,39.1,117.167,5,19560820,20210419
545273,99999,BINHAI,CH,,ZBTJ,39.124,117.346,3,19811125,20210419
545280,99999,TIAN-JIN/ZHANG-GUI,CH,,,39.133,117.35,3,19800702,20020911
545290,99999,CHAI-SHANG,CH,,,0,0,-999,19731130,20020521
545340,99999,TANGSHAN,CH,,,39.65,118.1,29,19560820,20210419
545390,99999,LETING,CH,,,39.433,118.9,12,19570601,20210419
545430,99999,BOGUS CHINESE,CH,,,0,0,-999,19740425,20020313
545630,99999,FUXIAN/WAFANGDIAN,CH,,,39.633,121.983,17,19570601,20020930
545640,99999,BOGUS CHINESE,CH,,,0,0,-999,19740421,20020207
545750,99999,CHENGZITAN,CH,,,39.5,122.5,17,19570601,19590831
545770,99999,LU-DA/ZHENG-SHA-HE,CH,,,39.267,122.083,31,19800403,20191211
545840,99999,SHISHAN NORTHEAST,CH,,,39.717,123.067,17,19560820,19611031
545870,99999,HAIYANG DAO,CH,,,39.05,123.217,-999.9,19570801,20050516
546020,99999,BAODING,CH,,,38.733,115.483,17,19560820,20210419
546060,99999,SUNING,CH,,,38.433,115.833,15,19570601,19590831
546140,99999,HE-JIAN,CH,,,0,0,-999,19800403,20011222
546160,99999,CANGZHOU,CH,,,38.333,116.833,11,19560820,20011024
546180,99999,POTOU,CH,,,38.083,116.55,13,19971201,20210419
546230,99999,TANGGU,CH,,,39.017,117.6,4,19570601,20020930
546240,99999,HUANGHUA,CH,,,38.383,117.35,4,19620402,20020930
546250,99999,QI-KOU,CH,,,0,0,-999,19570601,20020510
546260,99999,BOGUS CHINESE,CH,,,0,0,-999,19801002,19850106
546350,99999,BOGUS CHINESE,CH,,,0,0,-999,19801001,20011013
546430,99999,MOORED VESSEL,CH,,,38.967,119.95,6,19860501,19931229
546460,99999,MOORED VESSEL,CH,,,38.35,119.683,6,19881001,20000405
546530,99999,BOGUS CHINESE,CH,,,0,0,-999,19801001,20020105
546560,99999,TUOJI ISLAND,CH,,,38.167,120.783,59,19570601,20020811
546620,99999,ZHOUSHUIZI,CH,,ZYTL,38.966,121.539,32.6,19560820,20210419
546630,99999,DA-SAN-SHAN ISLAND,CH,,,38.883,121.817,161,19800714,20020212
546800,99999,BOGUS CHINESE,CH,,,,,,19801001,19851228
547020,99999,WANG CHIA CHING,CH,,,0,0,-999,19800703,20030403
547050,99999,NANGONG,CH,,,37.367,115.383,42,19610801,20051021
547070,99999,GUANG-ZUNG (?),CH,,,0,0,-999,19740504,19820419
547130,99999,BOGUS CHINESE,CH,,,0,0,-999,19801005,20060916
547140,99999,DEZHOU,CH,,,37.433,116.317,22,19560820,20020212
547150,99999,LINGXIAN,CH,,,37.333,116.567,19,19800701,20210419
547160,99999,LING HSIEN,CH,,,0,0,-999,19740422,20020909
547230,99999,ZHAN-CHENG,CH,,,0,0,-999,19731101,20020420
547250,99999,HUIMIN,CH,,,37.5,117.533,12,19560820,20210419
547260,99999,BIN-XIAN,CH,,,0,0,-999,19731004,20020829
547360,99999,YONGAN,CH,,,37.55,118.733,6,19570601,20020930
547430,99999,NAME UNKNOWN,CH,,,0,0,-999,19731005,20020801
547450,99999,CANG-SHANG,CH,,,37.367,119.9,1,19740426,19840408
547510,99999,CHANG DAO,CH,,,37.933,120.717,40,19860501,20210419
547530,99999,LONGKOU,CH,,,37.617,120.317,5,19570601,20210419
547560,99999,DA-XIN-DIAN,CH,,,37.617,120.9,100,19740426,20140503
547570,99999,APPROXIMATE LOCATIO,CH,,,37.167,120.167,0,19770801,20090621
547580,99999,LAI-YANG AFLD (?),CH,,,36.967,120.583,72,19740504,20020709
547630,99999,YANTAI,CH,,,37.55,121.4,25,19731108,20020520
547640,99999,FU-SHAN (?),CH,,,0,0,-999,19731109,20020605
547650,99999,YANTAI NORTHEAST,CH,,,37.55,121.367,12,19560820,19611031
547720,99999,BOGUS CHINESE,CH,,,,,,19801004,20040628
547730,99999,BOGUS CHINESE,CH,,,,,,19801005,20020317
547740,99999,WEIHAI,CH,,,37.45,122.033,61,19570601,20020930
547760,99999,CHENGSHANTOU,CH,,,37.4,122.683,47,19570601,20210419
547900,99999,BOGUS CHINESE,CH,,,,,,19891001,19920529
548080,99999,XINXIAN,CH,,,36.233,115.667,38,19570601,20210419
548230,99999,JINAN/TSINAN,CH,,ZSTN,36.683,116.983,58,19560820,20210419
548260,99999,TAI SHAN,CH,,,36.25,117.1,1536,19560820,20210419
548270,99999,TAI-AN,CH,,,36.183,117.133,155,19570601,20020413
548300,99999,LIN-ZI,CH,,,36.867,118.333,55,19570602,20020106
548360,99999,YIYUAN,CH,,,36.183,118.15,302,19610701,20210419
548430,99999,WEIFANG,CH,,,36.767,119.183,22,19560820,20210419
548460,99999,GAO-MI (?),CH,,,36.383,119.733,38,19800704,20011027
548520,99999,LAIYANG,CH,,,36.983,120.65,72,19570601,20020930
548525,99999,NANTONG,CH,,ZSNT,32.02,120.85,6,20050703,20200529
548530,99999,NANWU,CH,,,0,0,-999,19731004,20020628
548570,99999,LIUTING,CH,,ZSQD,36.266,120.374,10.1,19560820,20210419
548580,99999,CANG-KOU,CH,,,36.167,120.367,10,19731110,20040126
548630,99999,HAIYANG,CH,,,36.767,121.167,64,19570601,20210419
548680,99999,QIAN-LI ISLAND,CH,,,36.267,121.383,18,19610801,20030211
548710,99999,SHIDAO,CH,,,36.883,122.417,79,19560820,19611031
548970,99999,BOGUS CHINESE,CH,,,,,,19860604,20020808
549060,99999,HEZE/CAOZHOU,CH,,,35.25,115.433,51,19560820,20020205
549070,99999,DING-TAO,CH,,,35.067,115.567,0,19800401,19820428
549090,99999,DINGTAO,CH,,,35.083,115.517,51,19950401,20210419
549150,99999,JI-NING,CH,,,0,0,-999,19790702,20020713
549160,99999,YANZHOU,CH,,,35.567,116.85,53,19560820,20210419
549230,99999,MENG YIN,CH,,,0,0,-999,19800706,20020617
549290,99999,FEZXZAN,CH,,,35.25,117.95,120,19980301,20210419
549360,99999,JUXIAN,CH,,,35.55,118.75,109,19570601,20020930
549380,99999,LINYI,CH,,,35.05,118.35,86,19570601,20010914
549450,99999,RIZHAO,CH,,,35.433,119.533,37,19570601,20210419
549460,99999,BOGUS CHINESE,CH,,,0,0,-999,19800704,19831124
549480,99999,BOGUS CHINESE,CH,,,,,,19801003,20020615
549520,99999,FLASHING LIGHT,CH,,,35.967,120.483,25,19570601,20020609
552280,99999,SHIQUANHE,CH,,,32.5,80.083,4280,19610701,20210419
552480,99999,LUMARINGBO,CH,,,32.3,84.05,4420,19730313,20111117
552790,99999,BAINGOIN,CH,,,31.367,90.017,4701,19570701,20210419
552940,99999,P'A-NA,CH,,,32.267,91.667,4724,19801001,20020207
552990,99999,NAGQU,CH,,,31.483,92.067,4508,19560820,20210419
553850,99999,BOGUS CHINESE,CH,,,31.48,92.06,-999,20010717,20011008
554370,99999,T'U-KO-ERH-HO-KUNG,CH,,,30.55,81.433,4736,19730313,20111117
554720,99999,XAINZA,CH,,,30.95,88.633,4670,19600307,20210419
554880,99999,DEQEN SOUTH,CH,,,30.333,90.083,5304,19591210,19620630
554930,99999,ZHA-TE-KE-TANG,CH,,,30.733,92.45,4724,19630101,20020429
555690,99999,LHAZE,CH,,,29.067,87.683,4237,19801001,20020207
555780,99999,XIGAZE,CH,,,29.25,88.883,3837,19570701,20210419
555850,99999,BOGUS CHINESE,CH,,,29.5,90.25,-999,19801027,20040928
555910,99999,LHASA,CH,,ZULS,29.667,91.133,3650,19560820,20210419
555980,99999,NEDONG,CH,,,29.233,91.767,3657,19591209,20020207
556560,99999,YALEP,CH,,,28.383,86.15,5181,19800902,20020607
556640,99999,TINGRI,CH,,,28.633,87.083,4300,19591210,20210419
556800,99999,GYANGZE,CH,,,29,89.633,3657,19591209,20020207
556900,99999,CHE-KU,CH,,,28.7,91.633,4336,19870311,20080712
556960,99999,LHUNZE,CH,,,28.417,92.467,3861,19591209,20210419
557730,99999,PAGRI,CH,,,27.733,89.083,4300,19560820,20210419
558210,99999,BOGUS CHINESE,CH,,,,,,19850301,19860921
560040,99999,TUOTUOHE,CH,,,34.217,92.433,4535,19570701,20210419
560070,99999,AMDO NORTHEAST,CH,,,33.417,92.833,4648,19591209,19620331
560160,99999,BIE-LI-XI-DU,CH,,,34.1,95.033,4785,19730101,20030305
560180,99999,ZADOI,CH,,,32.9,95.3,4068,19570701,20210419
560190,99999,BOGUS CHINESE,CH,,,0,0,-999,19801001,20050522
560210,99999,QUMARLEB,CH,,,34.133,95.783,4176,19570701,20210419
560230,99999,NAME/LOCATION UNKN,CH,,,0,0,-999,19801001,19820330
560260,99999,BOGUS CHINESE,CH,,,0,0,-999,19801005,20020308
560280,99999,BOGUS CHINESE,CH,,,0,0,-999,19801009,20061017
560290,99999,YUSHU,CH,,,33.017,96.95,3682,19560820,20210419
560295,99999,YUSHU BATANG AIRPORT,CH,,ZLYS,32.817,97.133,3890,20100415,20150310
560310,99999,APPROXIMATE LOCALE,CH,,,34.833,97.467,0,19740809,20011017
560330,99999,MADOI,CH,,,34.917,98.217,4273,19560820,20210419
560340,99999,QINGSHUI-HE,CH,,,33.8,97.133,4419,19570701,20020207
560360,99999,CANG-DUO (?),CH,,,0,0,-999,19731005,20020311
560380,99999,SHIQU,CH,,,32.983,98.1,4114,19601001,20100424
560410,99999,UNKNOWN,CH,,,34.5,98.883,4175,19600102,20120527
560420,99999,BOGUS CHINESE,CH,,,,,,19830705,19860420
560430,99999,BOGUS CHINESE,CH,,,,,,19910101,20020207
560440,99999,BOGUS CHINESE,CH,,,,,,19830728,20010921
560460,99999,DARLAG,CH,,,33.75,99.65,3968,19560820,20210419
560570,99999,BOGUS CHINESE,CH,,,,,,19831201,19851123
560650,99999,HENAN,CH,,,34.733,101.6,3501,19610901,20210419
560670,99999,JIGZHI,CH,,,33.467,101.483,3350,19600706,20020207
560690,99999,BOGUS CHINESE,CH,,,0,0,-999,19801001,20020814
560700,99999,BOGUS CHINESE,CH,,,0,0,-999,19740504,20031203
560740,99999,GA-HAI,CH,,,34.2,102.3,3109,19890101,20031121
560750,99999,LANG-MU-SI,CH,,,34.1,102.617,3565,19570630,20020704
560760,99999,XAGDOMBA EAST,CH,,,34.1,102.9,3330,19740518,19741025
560790,99999,RUO'ERGAI,CH,,,33.583,102.967,3441,19591209,20210419
560800,99999,HEZUO,CH,,,35,102.9,2910,19580506,20210419
560850,99999,DENGKAGOIN,CH,,,34.04,103.333,3166,19731005,19740924
560860,99999,BOGUS CHINESE,CH,,,0,0,-999,19801006,19850321
560890,99999,BAI-GU-SI,CH,,,0,0,-999,19730102,20020713
560900,99999,BOGUS CHINESE,CH,,,,,,19801001,19850322
560930,99999,WU-SHAN,CH,,,34.717,104.883,1371,19560820,20020523
560960,99999,WUDU,CH,,,33.4,104.917,1079,19560820,20210419
560970,99999,YUNG-FENG-HSIANG N,CH,,,33.033,104.117,2712,19591209,19610327
561060,99999,SOG XIAN,CH,,,31.883,93.783,4024,19570701,20210419
561070,99999,TANGGO WEST,CH,,,31.55,92.867,4185,19731108,19740920
561160,99999,DENGQEN,CH,,,31.417,95.6,3874,19560820,20210419
561250,99999,NANGQEN,CH,,,32.25,96.217,4145,19591203,20090225
561260,99999,BOGUS CHINESE,CH,,,0,0,-999,19801002,19841215
561270,99999,BOGUS CHINESE,CH,,,0,0,-999,19801001,20011203
561320,99999,GAO-RIK,CH,,,32.5,97.933,3657,19591209,20170412
561370,99999,QAMDO,CH,,,31.15,97.167,3307,19560820,20210419
561380,99999,QING-NI-DONG (?),CH,,,0,0,-999,19731005,20020529
561430,99999,DARCANG WEST,CH,,,32.783,99.917,4147,19600201,19610227
561440,99999,DEGE,CH,,,31.733,98.567,3201,19570701,20210419
561460,99999,GARZE,CH,,,31.617,100,3394,19560820,20210419
561470,99999,CHUN-LUO-SI,CH,,,0,0,-999,19740422,20020127
561510,99999,LUO-XUE,CH,,,32.567,100.583,3505,19730101,20020927
561520,99999,SERTAR,CH,,,32.283,100.333,3896,19610105,20210419
561560,99999,BOGUS CHINESE,CH,,,,,,19801001,20020815
561570,99999,BOGUS CHINESE,CH,,,,,,19801005,20020521
561670,99999,DAWU,CH,,,30.983,101.117,2959,19790701,20210419
561710,99999,A-BA,CH,,,32.917,101.7,3170,19570701,20020717
561720,99999,BARKAM,CH,,,31.9,102.233,2666,19560820,20210419
561730,99999,MA-TANG,CH,,,31.85,102.7,3422,19730101,20100424
561780,99999,XIAO-JIN,CH,,,31.017,102.367,2426,19560820,20100424
561820,99999,SONGPAN,CH,,,32.667,103.6,2882.5,19560820,20210419
561830,99999,ZHENJIANGGUAN,CH,,,32.333,103.733,2697,19560820,19750514
561870,99999,WENJIANG,CH,,,30.75,103.867,541,20050101,20210419
561880,99999,WENCHUAN,CH,,,31.483,103.583,2042,19591209,20100424
561920,99999,BOGUS CHINESE,CH,,,,,,19801003,20020310
561930,99999,PINGWU,CH,,,32.417,104.517,894,19570701,20061231
561940,99999,BOGUS CHINESE,CH,,,,,,19801002,20020615
561960,99999,MIANYANG,CH,,,31.45,104.733,522,19591209,20210419
562020,99999,JIA-LI,CH,,,30.783,93.4,4876,19591209,20120429
562270,99999,CHING-TO EAST,CH,,,30.1,95.783,5108,19560820,19570531
562370,99999,BANG-DA,CH,,,0,0,-999,19800701,19850907
562470,99999,BATANG,CH,,,30,99.1,2589,19560820,20210419
562510,99999,XINLONG/NYAGRONG,CH,,,30.967,100.2,3500,19591209,20100424
562570,99999,LITANG,CH,,,30,100.267,3950,19560820,20210419
562650,99999,QIAN-NING,CH,,,30.5,101.483,3452,19570701,19840611
562870,99999,YA'AN,CH,,,29.983,103,629,19560820,20210419
562940,99999,SHUANGLIU,CH,,ZUUU,30.579,103.947,495.3,19560820,20210419
562950,99999,CHIEN YANG,CH,,,0,0,-999,19800701,20100531
562970,99999,REN-SHOU,CH,,,30,104.133,610,19740806,20011204
562980,99999,ZIYANG SOUTHWEST,CH,,,30.117,104.617,383,19591201,19610227
563120,99999,NYINGCHI,CH,,,29.567,94.467,3001,19560820,20210419
563150,99999,DABBA SOUTHWEST,CH,,,29.033,100.167,4553,19570701,19631231
563470,99999,ZEN-YAN (?),CH,,,0,0,-999,19731112,19860127
563570,99999,DAOCHENG,CH,,,29.05,100.3,3729,19640101,20210419
563740,99999,KANGDING,CH,,,30.05,101.967,2617,19570701,20210419
563750,99999,HAN-YUAN-JIE,CH,,,0,0,-999,19731004,20011029
563760,99999,HAN-YUAN-CHIEH EAST,CH,,,29.583,102.717,2209,19601001,19610227
563840,99999,E-BIAN,CH,,,0,0,-999,19731004,20011104
563850,99999,EMEI SHAN,CH,,,29.517,103.333,3049,19560820,20210419
563860,99999,LESHAN,CH,,,29.567,103.767,440,19591209,20100424
564410,99999,BAME NORTHWEST,CH,,,28.883,98.583,4413,19600101,19641231
564440,99999,DEQEN,CH,,,28.45,98.883,3320,19560820,20210419
564590,99999,TU-ZHA,CH,,,28.15,100.933,2743,19591209,20100424
564620,99999,JIULONG,CH,,,29,101.5,2994,19560820,20210418
564625,99999,DAYONG,CH,,ZGDY,29.133,100.483,900,20071010,20200813
564720,99999,GAN-LUO,CH,,,0,0,-999,19790705,20020613
564740,99999,MIAN-NING,CH,,,0,0,-999,19800701,20040630
564750,99999,YUEXE,CH,,,28.617,102.6,1736,19570701,20100424
564790,99999,JIAGU NORTH,CH,,,28.217,103,1892,19591209,19610227
